"","Training, ARIMA, Numeric and Text","Training, ARIMA and Regression, Numeric and Text","Testing, ARIMA, Numeric and Text","Testing, ARIMA and Regression, Numeric and Text"
"AMZN","5.57744960582702e-05","2.5662262367062e-05","0.000337226848851411","0.000641090166025096"
